,product_sku,total_submitted_orders,avg_m12_low_price,avg_m12_high_price,total_preds,discount_12m,high_price_12m,active_price_12m,snapshot_date,abs_diff_price,orders_diff
61914,GRB137P1572,0,6.89999999999999,6.89999999999999,2.41359371691942,55.0,6.9,3.105,2023-10-30,3.7949999999999897,-2.41359371691942
26878,GRB137P1576,0,6.73333333333332,6.73333333333332,6.87147307395935,50.0,6.9,3.45,2023-10-30,3.28333333333332,-6.87147307395935
8341,GRB137P1577,0,18.9,18.9,11.0592513084412,65.0,18.9,6.615,2023-10-30,12.284999999999998,-11.0592513084412
21980,GRB137P1578,0,10.9,10.9,5.22579210996628,65.0,10.9,3.815,2023-10-30,7.085000000000001,-5.22579210996628
52930,GRB137P1690,0,8.9,8.9,4.20760869979858,50.0,8.9,4.45,2023-10-30,4.45,-4.20760869979858
67101,GRB137P1855,0,15.9,15.9,5.34155635535717,65.0,15.9,5.565,2023-10-30,10.335,-5.34155635535717
113976,GRB137P1856,0,15.9,15.9,5.37843185663223,65.0,15.9,5.565,2023-10-30,10.335,-5.37843185663223
100675,GRB137P1884,0,6.89999999999999,6.89999999999999,1.84960336983204,60.0,6.9,2.76,2023-10-30,4.13999999999999,-1.84960336983204
101429,GRB137P1885,0,5.9,5.9,1.83194706588984,60.0,5.9,2.36,2023-10-30,3.5400000000000005,-1.83194706588984
23483,GRB137P1990,0,9.89999999999999,9.89999999999999,28.5072695016861,50.0,9.9,4.95,2023-10-30,4.9499999999999895,-28.5072695016861
48911,GRB137P2150,0,15.8999999999998,15.8999999999998,5.69974249601364,65.0,15.9,5.565,2023-10-30,10.334999999999798,-5.69974249601364
13009,GRB137P2166,0,10.9,10.9,12.9447953701019,65.0,10.9,3.815,2023-10-30,7.085000000000001,-12.9447953701019
94885,GRB137P2167,0,9.89999999999999,9.89999999999999,11.0514462888241,65.0,9.9,3.465,2023-10-30,6.43499999999999,-11.0514462888241
12198,GRB137P2260,0,17.9,17.9,4.94845163822174,65.0,17.9,6.265,2023-10-30,11.634999999999998,-4.94845163822174
69794,GRB137P2279,0,5.89999999999999,5.89999999999999,1.88445541262627,60.0,5.9,2.36,2023-10-30,3.53999999999999,-1.88445541262627
43721,GRB137P2301,0,10.9,10.9,3.4270553290844,70.0,10.9,3.27,2023-10-30,7.630000000000001,-3.4270553290844
123276,GRB137P2622,0,10.9,10.9,5.41027091443539,65.0,10.9,3.815,2023-10-30,7.085000000000001,-5.41027091443539
103468,GRB137P2623,0,18.8999999999999,18.8999999999999,5.56315372884274,65.0,18.9,6.615,2023-10-30,12.284999999999899,-5.56315372884274
121555,GRB137P2624,0,8.90000000000006,8.90000000000006,3.90822304785252,65.0,8.9,3.115,2023-10-30,5.7850000000000605,-3.90822304785252
3046,GRB137P2626,0,7.90000000000006,7.90000000000006,2.14693855494261,60.0,7.9,3.16,2023-10-30,4.74000000000006,-2.14693855494261
51807,GRB137P2627,0,7.90000000000005,7.90000000000005,2.14979182183742,60.0,7.9,3.16,2023-10-30,4.74000000000005,-2.14979182183742
70587,GRB137P319,0,13.9000000000001,13.9000000000001,5.32382996380329,65.0,13.9,4.865,2023-10-30,9.0350000000001,-5.32382996380329
20682,GRB137P322,0,15.8999999999999,15.8999999999999,5.20978790521622,65.0,15.9,5.565,2023-10-30,10.334999999999901,-5.20978790521622
78360,GRB137P323,0,15.9000000000001,15.9000000000001,5.66716808080673,65.0,15.9,5.565,2023-10-30,10.3350000000001,-5.66716808080673
21628,GRB137P328,0,10.9,10.9,11.154466509819,65.0,10.9,3.815,2023-10-30,7.085000000000001,-11.154466509819
99843,GRB137P340,0,10.9,10.9,11.3105031251907,65.0,10.9,3.815,2023-10-30,7.085000000000001,-11.3105031251907
56206,GRB137P3574,0,9.90000000000002,9.90000000000002,2.30607824027538,65.0,9.9,3.465,2023-10-30,6.43500000000002,-2.30607824027538
108676,GRB137P3575,0,9.90000000000003,9.90000000000003,2.26149759441614,65.0,9.9,3.465,2023-10-30,6.435000000000031,-2.26149759441614
90653,GRB137P3675,0,23.9,23.9,5.47854498028755,55.0,23.9,10.755,2023-10-30,13.144999999999998,-5.47854498028755
27671,GRB137P3710,0,10.9,10.9,5.10202167928219,65.0,10.9,3.815,2023-10-30,7.085000000000001,-5.10202167928219
104425,GRB137P3715,0,15.9,15.9,5.42993122339249,65.0,15.9,5.565,2023-10-30,10.335,-5.42993122339249
22746,GRB137P3716,0,24.9000000000009,24.9000000000009,5.38696120679379,65.0,24.9,8.715,2023-10-30,16.1850000000009,-5.38696120679379
5802,GRB137P3717,0,29.9000000000005,29.9000000000005,5.49700000882149,65.0,29.9,10.465,2023-10-30,19.4350000000005,-5.49700000882149
121237,GRB137P3721,0,5.90000000000006,5.90000000000006,3.07334719598293,55.0,5.9,2.655,2023-10-30,3.24500000000006,-3.07334719598293
52042,GRB137P3768,0,29.9,29.9,18.6298971772194,55.0,29.9,13.455,2023-10-30,16.445,-18.6298971772194
93670,GRB137P3769,0,7.90000000000004,7.90000000000004,2.15863986313343,60.0,7.9,3.16,2023-10-30,4.74000000000004,-2.15863986313343
13696,GRB137P3807,0,114.9,114.9,42.7965879440308,70.0,114.9,34.47,2023-10-30,80.43,-42.7965879440308
30486,GRB137P3808,0,7.89999999999988,7.89999999999988,5.19110712409019,60.0,7.9,3.16,2023-10-30,4.739999999999879,-5.19110712409019
125131,GRB137P3857,0,29.9,29.9,34.5399816036224,55.0,29.9,13.455,2023-10-30,16.445,-34.5399816036224
4330,GRB137P3883,0,17.9,17.9,15.6735984683037,50.0,17.9,8.95,2023-10-30,8.95,-15.6735984683037
30346,GRB137P3897,0,8.90000000000006,8.90000000000006,3.99772855639458,65.0,8.9,3.115,2023-10-30,5.7850000000000605,-3.99772855639458
54799,GRB137P3898,0,10.9,10.9,4.62502226233482,65.0,10.9,3.815,2023-10-30,7.085000000000001,-4.62502226233482
28344,GRB137P3899,0,14.9000000000001,14.9000000000001,5.2714526206255,65.0,14.9,5.215,2023-10-30,9.6850000000001,-5.2714526206255
107461,GRB137P3900,0,15.9,15.9,5.24692124128342,65.0,15.9,5.565,2023-10-30,10.335,-5.24692124128342
6889,GRB137P3950,0,29.9000000000001,29.9000000000001,5.43965846300125,55.0,29.9,13.455,2023-10-30,16.4450000000001,-5.43965846300125
120603,GRB137P3956,0,8.9,8.9,5.41924101114273,60.0,8.9,3.56,2023-10-30,5.34,-5.41924101114273
31530,GRB137P3987,0,38.9,38.9,5.66057804226875,60.0,38.9,15.56,2023-10-30,23.339999999999996,-5.66057804226875
60054,GRB137P3990,0,65.9,65.9,6.34540700912476,70.0,65.9,19.77,2023-10-30,46.13000000000001,-6.34540700912476
105087,GRB137P3991,0,49.9000000000001,49.9000000000001,5.92912444472313,65.0,49.9,17.465,2023-10-30,32.4350000000001,-5.92912444472313
62877,GRB137P3992,0,59.9,59.9,6.15437676012516,65.0,59.9,20.965,2023-10-30,38.935,-6.15437676012516
82403,GRB137P3993,0,59.9000000000001,59.9000000000001,6.14225108921528,65.0,59.9,20.965,2023-10-30,38.9350000000001,-6.14225108921528
99455,GRB137P3994,0,44.9,44.9,5.77299590408802,60.0,44.9,17.96,2023-10-30,26.939999999999998,-5.77299590408802
78416,GRB137P3995,24,38.8999999999999,38.8999999999999,5.68180373311043,60.0,38.9,15.56,2023-10-30,23.339999999999897,18.318196266889572
89027,GRB137P3996,0,65.9,65.9,5.06332103908062,70.0,65.9,19.77,2023-10-30,46.13000000000001,-5.06332103908062
61255,GRB137P4030,0,15.9,15.9,3.13259774446487,50.0,15.9,7.95,2023-10-30,7.95,-3.13259774446487
108171,GRB137P4070,0,38.9000000000001,38.9000000000001,5.97121091187,60.0,38.9,15.56,2023-10-30,23.340000000000096,-5.97121091187
103313,GRB137P4071,0,59.9000000000001,59.9000000000001,6.14353013038635,65.0,59.9,20.965,2023-10-30,38.9350000000001,-6.14353013038635
126470,GRB137P4081,0,15.9,15.9,4.92851091921329,65.0,15.9,5.565,2023-10-30,10.335,-4.92851091921329
107368,GRB137P4116,0,45.8999999999998,45.8999999999998,18.9756031036377,65.0,45.9,16.065,2023-10-30,29.8349999999998,-18.9756031036377
94072,GRB137P4117,8,22.9000000000001,22.9000000000001,33.6681725978851,55.0,22.9,10.305,2023-10-30,12.595000000000102,-25.668172597885103
105231,GRB137P4118,0,19.9,19.9,20.6979281902313,55.0,19.9,8.955,2023-10-30,10.944999999999999,-20.6979281902313
33559,GRB137P4149,0,23.9,23.9,5.34250901639462,55.0,23.9,10.755,2023-10-30,13.144999999999998,-5.34250901639462
47293,GRB137P4150,0,33.9,33.9,5.46929620206356,60.0,33.9,13.56,2023-10-30,20.339999999999996,-5.46929620206356
42338,GRB137P4200,0,4.9,4.9,2.20458494126797,55.0,4.9,2.205,2023-10-30,2.6950000000000003,-2.20458494126797
113499,GRB137P4207,0,17.8999999999998,17.8999999999998,6.09704495966434,65.0,17.9,6.265,2023-10-30,11.634999999999799,-6.09704495966434
41871,GRB137P4208,0,21.8999999999999,21.8999999999999,6.22902524471283,65.0,21.9,7.665,2023-10-30,14.2349999999999,-6.22902524471283
28206,GRB137P4234,0,24.8999999999998,24.8999999999998,5.20617227256298,65.0,24.9,8.715,2023-10-30,16.1849999999998,-5.20617227256298
54853,GRB137P4235,0,34.9000000000005,34.9000000000005,5.40648344159126,70.0,34.9,10.47,2023-10-30,24.430000000000504,-5.40648344159126
30630,GRB137P4239,0,12.9,12.9,6.56439706683159,50.0,12.9,6.45,2023-10-30,6.45,-6.56439706683159
127191,GRB137P4240,0,17.9,17.9,5.0926133543253,50.0,17.9,8.95,2023-10-30,8.95,-5.0926133543253
84348,GRB137P4241,0,21.9,21.9,5.26697286963463,55.0,21.9,9.855,2023-10-30,12.044999999999998,-5.26697286963463
36016,GRB137P4242,0,31.9,31.9,5.45718175172806,55.0,31.9,14.355,2023-10-30,17.544999999999998,-5.45718175172806
34751,GRB137P4243,0,17.9,17.9,5.1308445930481,50.0,17.9,8.95,2023-10-30,8.95,-5.1308445930481
117633,GRB137P4248,0,12.9,12.9,6.47848850488663,50.0,12.9,6.45,2023-10-30,6.45,-6.47848850488663
47739,GRB137P4249,0,23.9,23.9,5.46357257664204,55.0,23.9,10.755,2023-10-30,13.144999999999998,-5.46357257664204
37837,GRB137P4251,0,21.9,21.9,5.27130800485611,55.0,21.9,9.855,2023-10-30,12.044999999999998,-5.27130800485611
102866,GRB137P4260,0,7.90000000000006,7.90000000000006,2.96064925938845,60.0,7.9,3.16,2023-10-30,4.74000000000006,-2.96064925938845
78287,GRB137P4261,0,9.9,9.9,2.57806070894003,65.0,9.9,3.465,2023-10-30,6.4350000000000005,-2.57806070894003
103621,GRB137P4262,0,12.9,12.9,4.4105444252491,65.0,12.9,4.515,2023-10-30,8.385000000000002,-4.4105444252491
55590,GRB137P4263,0,7.90000000000006,7.90000000000006,2.21344923228025,60.0,7.9,3.16,2023-10-30,4.74000000000006,-2.21344923228025
48449,GRB137P4264,0,9.90000000000004,9.90000000000004,2.26557651162148,65.0,9.9,3.465,2023-10-30,6.43500000000004,-2.26557651162148
41943,GRB137P4265,0,9.90000000000003,9.90000000000003,2.46824738383293,65.0,9.9,3.465,2023-10-30,6.435000000000031,-2.46824738383293
25527,GRB137P4287,0,6.9,6.9,6.83945107460022,50.0,6.9,3.45,2023-10-30,3.45,-6.83945107460022
107872,GRB137P4480,0,12.9,12.9,4.96243335306644,50.0,12.9,6.45,2023-10-30,6.45,-4.96243335306644
77889,GRB137P4481,0,21.9,21.9,5.27656352519989,55.0,21.9,9.855,2023-10-30,12.044999999999998,-5.27656352519989
65061,GRB137P4487,0,79.9,79.9,5.35325741767883,70.0,79.9,23.97,2023-10-30,55.93000000000001,-5.35325741767883
21384,GRB137P762,0,9.90000000000006,9.90000000000006,16.3880890607834,55.0,9.9,4.455,2023-10-30,5.445000000000061,-16.3880890607834
60592,GRB137P917,0,14.9,14.9,2.66159510612488,65.0,14.9,5.215,2023-10-30,9.685,-2.66159510612488
42552,GRB137P918,0,7.89999999999999,7.89999999999999,2.26879910379648,60.0,7.9,3.16,2023-10-30,4.7399999999999896,-2.26879910379648
31100,GRB137P919,0,7.90000000000003,7.90000000000003,2.13772153109312,60.0,7.9,3.16,2023-10-30,4.7400000000000295,-2.13772153109312
65641,GRB138P1699,0,2.7,2.7,3.10767105221748,60.0,2.9,1.16,2023-10-30,1.5400000000000003,-3.10767105221748
62643,GRB139P16181,16,39.9,39.9,15.3831100463867,80.0,39.9,7.98,2023-10-30,31.919999999999998,0.6168899536133008
71866,GRB139P16182,0,34.9,34.9,21.0966764688492,75.0,34.9,8.725,2023-10-30,26.174999999999997,-21.0966764688492
42367,GRB139P16183,8,14.9,14.9,3.32577431201935,65.0,14.9,5.215,2023-10-30,9.685,4.67422568798065
77835,GRB139P16184,0,19.9,19.9,13.0226630866528,70.0,19.9,5.97,2023-10-30,13.93,-13.0226630866528
123100,GRB140P16887,0,109.9,109.9,30.1666765809059,75.0,109.9,27.475,2023-10-30,82.42500000000001,-30.1666765809059
22592,GRB140P16888,0,54.8999999999999,54.8999999999999,20.3327625393867,75.0,54.9,13.725,2023-10-30,41.1749999999999,-20.3327625393867
69465,GRB140P16889,8,34.9000000000001,34.9000000000001,16.535670876503,70.0,34.9,10.47,2023-10-30,24.4300000000001,-8.535670876503001
66906,GRB140P16890,0,37.9,37.9,16.5955695211887,70.0,37.9,11.37,2023-10-30,26.53,-16.5955695211887
1071,GRB140P1703,0,5.89999999999999,5.89999999999999,2.62825585156679,60.0,5.9,2.36,2023-10-30,3.53999999999999,-2.62825585156679
125172,GRB140P17433,0,34.9,34.9,15.8300035595894,70.0,34.9,10.47,2023-10-30,24.43,-15.8300035595894
121398,GRB140P17434,0,49.9,49.9,16.1198373138905,75.0,49.9,12.475,2023-10-30,37.425,-16.1198373138905
21556,GRB140P17435,0,89.8999999999999,89.8999999999999,26.7310325503349,70.0,89.9,26.97,2023-10-30,62.92999999999991,-26.7310325503349
76777,GRB140P17988,24,49.9,49.9,16.7579215168953,75.0,49.9,12.475,2023-10-30,37.425,7.242078483104699
61154,GRB141P10100,0,8.89999999999999,8.89999999999999,2.10354954004288,65.0,8.9,3.115,2023-10-30,5.7849999999999895,-2.10354954004288
21336,GRB141P10103,0,10.9,10.9,2.18459834903479,65.0,10.9,3.815,2023-10-30,7.085000000000001,-2.18459834903479
27382,GRB141P10175,40,18.8999999999997,18.8999999999997,4.88215100765228,70.0,18.9,5.67,2023-10-30,13.2299999999997,35.11784899234772
29989,GRB141P10185,0,12.9000000000001,12.9000000000001,8.6378099322319,70.0,12.9,3.87,2023-10-30,9.0300000000001,-8.6378099322319
59861,GRB141P10186,0,41.8999999999998,41.8999999999998,14.3714849948883,80.0,41.9,8.38,2023-10-30,33.5199999999998,-14.3714849948883
66819,GRB141P10187,0,13.9,13.9,16.903774023056,70.0,13.9,4.17,2023-10-30,9.73,-16.903774023056
44790,GRB141P10822,0,5.9,5.9,2.02633534371853,65.0,5.9,2.065,2023-10-30,3.8350000000000004,-2.02633534371853
96891,GRB141P10961,88,11.8999999999998,14.4695067264572,7.80355614423752,70.0,14.9,4.47,2023-10-30,7.4299999999998,80.19644385576248
5594,GRB141P11110,0,10.9,10.9,5.34299951791763,60.0,10.9,4.36,2023-10-30,6.54,-5.34299951791763
14715,GRB141P11111,0,7.9,7.9,6.00420436263084,60.0,7.9,3.16,2023-10-30,4.74,-6.00420436263084
115051,GRB141P11112,0,10.9,10.9,5.15799850225449,60.0,10.9,4.36,2023-10-30,6.54,-5.15799850225449
67932,GRB141P11113,0,7.89999999999999,7.89999999999999,5.9934024810791,60.0,7.9,3.16,2023-10-30,4.7399999999999896,-5.9934024810791
61339,GRB141P11263,0,6.9,6.9,2.14477829635143,65.0,6.9,2.415,2023-10-30,4.485,-2.14477829635143
121213,GRB141P11302,296,19.9,28.4613207547174,8.73513281345367,75.0,29.9,7.475,2023-10-30,12.424999999999999,287.2648671865463
51300,GRB141P11303,16,14.8999999999998,14.8999999999998,10.0016649365425,70.0,14.9,4.47,2023-10-30,10.4299999999998,5.9983350634575
66775,GRB141P11311,0,17.9,17.9,11.5294027924538,75.0,17.9,4.475,2023-10-30,13.424999999999999,-11.5294027924538
9756,GRB141P11492,0,7.89999999999999,7.89999999999999,2.0171722099185,65.0,7.9,2.765,2023-10-30,5.134999999999989,-2.0171722099185
54898,GRB141P11493,0,8.9,8.9,2.19338323175907,65.0,8.9,3.115,2023-10-30,5.785,-2.19338323175907
100875,GRB141P11499,64,10.8999999999999,10.8999999999999,13.3401898145676,70.0,10.9,3.27,2023-10-30,7.629999999999901,50.6598101854324
21897,GRB141P11507,0,7.89999999999999,7.89999999999999,2.61989542096853,65.0,7.9,2.765,2023-10-30,5.134999999999989,-2.61989542096853
59259,GRB141P11865,272,14.9000000000001,17.4714285714288,36.1711988449097,75.0,17.9,4.475,2023-10-30,10.4250000000001,235.8288011550903
97252,GRB141P11963,0,26.8999999999999,26.8999999999999,9.00588059425354,75.0,26.9,6.725,2023-10-30,20.174999999999898,-9.00588059425354
24130,GRB141P13856,120,39.8999999999998,39.8999999999998,24.6641635894775,80.0,39.9,7.98,2023-10-30,31.9199999999998,95.3358364105225
63531,GRB141P13857,0,22.9,22.9,10.4305294156075,70.0,22.9,6.87,2023-10-30,16.029999999999998,-10.4305294156075
40900,GRB141P15787,0,39.9,39.9,8.88299477100372,80.0,39.9,7.98,2023-10-30,31.919999999999998,-8.88299477100372
17631,GRB141P15944,64,56.15,59.3642857142857,22.6339409351349,70.0,59.9,17.97,2023-10-30,38.18,41.3660590648651
85363,GRB141P16854,8,29.9000000000001,29.9000000000001,7.91964408755302,75.0,29.9,7.475,2023-10-30,22.425000000000104,0.08035591244698015
96420,GRB141P16912,8,14.9000000000001,14.9000000000001,7.23597347736359,70.0,14.9,4.47,2023-10-30,10.4300000000001,0.76402652263641
98866,GRB141P17886,24,69.9,69.9,23.7981842756271,85.0,69.9,10.485,2023-10-30,59.415000000000006,0.2018157243728993
48996,GRB141P3668,0,6.89999999999999,6.89999999999999,2.91126351058483,65.0,6.9,2.415,2023-10-30,4.48499999999999,-2.91126351058483
118414,GRB141P378,0,7.89999999999999,7.89999999999999,3.71156772971153,60.0,7.9,3.16,2023-10-30,4.7399999999999896,-3.71156772971153
6265,GRB141P443,0,10.9,10.9,5.00996696949005,60.0,10.9,4.36,2023-10-30,6.54,-5.00996696949005
4913,GRB144P10203,0,48.9000000000001,48.9000000000001,14.3800595700741,70.0,48.9,14.67,2023-10-30,34.230000000000096,-14.3800595700741
39878,GRB144P10881,16,6.89999999999999,6.89999999999999,1.12542041391134,60.0,6.9,2.76,2023-10-30,4.13999999999999,14.874579586088661
100974,GRB144P12564,8,7.89999999999999,9.61428571428571,2.24277284741402,60.0,9.9,3.96,2023-10-30,3.9399999999999897,5.75722715258598
116706,GRB144P12565,8,12.9,12.9,2.11821141839027,55.0,12.9,5.805,2023-10-30,7.095000000000001,5.8817885816097295
70427,GRB144P12566,16,5.89999999999999,6.75714285714284,1.35624606907368,60.0,6.9,2.76,2023-10-30,3.13999999999999,14.64375393092632
35549,GRB144P12567,0,9.89999999999999,9.89999999999999,1.22954615950584,60.0,9.9,3.96,2023-10-30,5.93999999999999,-1.22954615950584
78939,GRB144P13823,0,8.89999999999999,8.89999999999999,1.60760376602411,55.0,8.9,4.005,2023-10-30,4.89499999999999,-1.60760376602411
78963,GRB144P13841,0,8.9,8.9,3.79708985984325,50.0,8.9,4.45,2023-10-30,4.45,-3.79708985984325
35622,GRB144P13842,0,4.9,4.9,1.60629220306873,55.0,4.9,2.205,2023-10-30,2.6950000000000003,-1.60629220306873
69577,GRB144P13888,0,15.9,15.9,1.15550795942545,65.0,15.9,5.565,2023-10-30,10.335,-1.15550795942545
57528,GRB144P13889,16,10.9,10.9,2.40554556250572,55.0,10.9,4.905,2023-10-30,5.995,13.59445443749428
53352,GRB144P13890,32,4.9,4.9,1.78088013827801,50.0,4.9,2.45,2023-10-30,2.45,30.21911986172199
59512,GRB144P13891,0,13.9,13.9,1.30756889283657,60.0,13.9,5.56,2023-10-30,8.34,-1.30756889283657
98200,GRB144P13892,0,13.9,13.9,1.08371643349528,65.0,13.9,4.865,2023-10-30,9.035,-1.08371643349528
14871,GRB144P13893,0,15.9,15.9,1.13341726362705,65.0,15.9,5.565,2023-10-30,10.335,-1.13341726362705
128178,GRB144P13894,0,10.9,10.9,0.969506457448006,60.0,10.9,4.36,2023-10-30,6.54,-0.969506457448006
28299,GRB144P14176,0,3.9,3.9,0.852690279483795,60.0,3.9,1.56,2023-10-30,2.34,-0.852690279483795
107699,GRB144P15611,16,6.89999999999999,9.41999999999999,0.881064660847187,60.0,9.9,3.96,2023-10-30,2.9399999999999897,15.118935339152813
64582,GRB144P15612,0,7.9,7.9,3.69376875460148,50.0,7.9,3.95,2023-10-30,3.95,-3.69376875460148
15643,GRB144P15613,0,10.9,10.9,4.17583729326725,55.0,10.9,4.905,2023-10-30,5.995,-4.17583729326725
82891,GRB144P15614,0,14.9,14.9,4.46568638086319,55.0,14.9,6.705,2023-10-30,8.195,-4.46568638086319
6169,GRB144P15615,0,15.9,15.9,1.15980965644121,65.0,15.9,5.565,2023-10-30,10.335,-1.15980965644121
72850,GRB144P15616,0,6.9,6.9,0.810922276228666,60.0,6.9,2.76,2023-10-30,4.140000000000001,-0.810922276228666
83209,GRB144P15617,0,5.9,5.9,1.64879080653191,50.0,5.9,2.95,2023-10-30,2.95,-1.64879080653191
96103,GRB144P15618,0,6.9,9.47142857142857,0.938357643783092,60.0,9.9,3.96,2023-10-30,2.9400000000000004,-0.938357643783092
30335,GRB144P1603,16,46.9000000000008,46.9000000000008,15.2817889451981,70.0,46.9,14.07,2023-10-30,32.8300000000008,0.7182110548019001
20122,GRB144P1604,0,44.8999999999998,44.8999999999998,5.01953828334808,70.0,44.9,13.47,2023-10-30,31.4299999999998,-5.01953828334808
53098,GRB144P1605,8,19.9,19.9,2.23613372445107,50.0,19.9,9.95,2023-10-30,9.95,5.76386627554893
48189,GRB144P1607,0,13.9,13.9,1.83940719999373,10.0,13.9,12.51,2023-10-30,1.3900000000000006,-1.83940719999373
77244,GRB144P1609,0,15.9,15.9,1.95940684340894,10.0,15.9,14.31,2023-10-30,1.5899999999999999,-1.95940684340894
100061,GRB144P1610,0,10.9,10.9,1.66974735818803,10.0,10.9,9.81,2023-10-30,1.0899999999999999,-1.66974735818803
68580,GRB144P1612,0,10.9,10.9,1.6297142021358,10.0,10.9,9.81,2023-10-30,1.0899999999999999,-1.6297142021358
30626,GRB144P3331,24,34.9000000000001,40.9,5.85007631778717,70.0,41.9,12.57,2023-10-30,22.330000000000098,18.14992368221283
24063,GRB144P3332,24,19.8999999999999,19.8999999999999,3.70723354816437,55.0,19.9,8.955,2023-10-30,10.944999999999899,20.29276645183563
98137,GRB144P3333,16,9.89999999999999,9.89999999999999,1.47391337156296,50.0,9.9,4.95,2023-10-30,4.9499999999999895,14.52608662843704
79887,GRB144P644,0,13.9,13.9,3.57456137239933,50.0,13.9,6.95,2023-10-30,6.95,-3.57456137239933
11762,GRB144P649,0,10.9000000000001,10.9000000000001,1.62112991698086,10.0,10.9,9.81,2023-10-30,1.0900000000000993,-1.62112991698086
54300,GRB144P685,0,13.9,13.9,1.84644516184926,10.0,13.9,12.51,2023-10-30,1.3900000000000006,-1.84644516184926
1554,GRB144P691,0,10.9,10.9,1.64278228953481,10.0,10.9,9.81,2023-10-30,1.0899999999999999,-1.64278228953481
19423,GRB146P10441,0,12.9,12.9,13.4032132029533,55.0,12.9,5.805,2023-10-30,7.095000000000001,-13.4032132029533
14406,GRB146P10442,0,13.9,13.9,8.31741765141487,60.0,13.9,5.56,2023-10-30,8.34,-8.31741765141487
98423,GRB146P10443,0,15.9,15.9,8.66714045405388,60.0,15.9,6.36,2023-10-30,9.54,-8.66714045405388
27649,GRB146P10444,8,24.9,28.3285714285713,4.56126837432384,65.0,28.9,10.115,2023-10-30,14.784999999999998,3.4387316256761604
49536,GRB146P10565,16,19.9,19.9,9.17040663957596,60.0,19.9,7.96,2023-10-30,11.939999999999998,6.82959336042404
53634,GRB146P10572,88,12.9,23.1857142857143,4.31179660558701,60.0,24.9,9.96,2023-10-30,2.9399999999999995,83.688203394413
29802,GRB146P10573,0,13.9,13.9,13.0568107366562,55.0,13.9,6.255,2023-10-30,7.6450000000000005,-13.0568107366562
8783,GRB146P10575,0,39.9,52.7571428571429,4.13810008764267,70.0,54.9,16.47,2023-10-30,23.43,-4.13810008764267
71150,GRB146P10576,0,69.9,69.9,7.08982038497925,70.0,69.9,20.97,2023-10-30,48.93000000000001,-7.08982038497925
6346,GRB146P10617,0,15.9,15.9,8.31523770093918,60.0,15.9,6.36,2023-10-30,9.54,-8.31523770093918
76098,GRB146P11356,0,29.9,29.9,6.12937258183956,65.0,29.9,10.465,2023-10-30,19.435,-6.12937258183956
19713,GRB146P11732,80,15.1857142857143,19.4714285714286,4.8411799967289,60.0,19.9,7.96,2023-10-30,7.225714285714299,75.1588200032711
46172,GRB146P11794,24,24.9,24.9,7.70943123102188,65.0,24.9,8.715,2023-10-30,16.185,16.29056876897812
23249,GRB146P12661,8,24.9000000000001,37.7571428571429,4.11638951301575,65.0,39.9,13.965,2023-10-30,10.935000000000102,3.8836104869842503
50731,GRB146P12662,8,44.8999999999999,53.4714285714284,8.19369521737099,70.0,54.9,16.47,2023-10-30,28.4299999999999,-0.1936952173709905
97719,GRB146P15215,0,34.9000000000001,34.9000000000001,6.74965673685074,65.0,34.9,12.215,2023-10-30,22.685000000000098,-6.74965673685074
97432,GRB146P15593,0,39.9000000000001,39.9000000000001,6.45490011572838,65.0,39.9,13.965,2023-10-30,25.935000000000098,-6.45490011572838
39572,GRB146P15594,0,54.8999999999999,54.8999999999999,6.44305118918419,70.0,54.9,16.47,2023-10-30,38.4299999999999,-6.44305118918419
16548,GRB146P17384,0,22.9,33.1857142857143,3.01693439483643,65.0,34.9,12.215,2023-10-30,10.684999999999999,-3.01693439483643
88224,GRB146P17385,0,44.9,44.9,6.4524410367012,70.0,44.9,13.47,2023-10-30,31.43,-6.4524410367012
99974,GRB148P10897,8,18.9,18.9,2.82896572351456,60.0,18.9,7.56,2023-10-30,11.34,5.17103427648544
100310,GRB148P10898,16,29.8999999999998,29.8999999999998,7.61233705282211,65.0,29.9,10.465,2023-10-30,19.4349999999998,8.38766294717789
32883,GRB148P12247,16,14.9,14.9,8.6983722448349,60.0,14.9,5.96,2023-10-30,8.940000000000001,7.3016277551651
36458,GRB148P12907,8,28.9,28.9,3.12494120746851,65.0,28.9,10.115,2023-10-30,18.784999999999997,4.87505879253149
13550,GRB148P15358,40,54.9000000000001,54.9000000000001,11.9956886768341,70.0,54.9,16.47,2023-10-30,38.4300000000001,28.0043113231659
29785,GRB148P15359,0,44.9,44.9,7.98786607384682,65.0,44.9,15.715,2023-10-30,29.185,-7.98786607384682
104171,GRB148P15428,168,39.8999999999998,39.8999999999998,17.1959570646286,70.0,39.9,11.97,2023-10-30,27.9299999999998,150.8040429353714
78036,GRB148P17108,0,9.89999999999999,9.89999999999999,6.33692276477814,50.0,9.9,4.95,2023-10-30,4.9499999999999895,-6.33692276477814
106815,GRB148P17648,16,22.9,22.9,1.47702778875828,65.0,22.9,8.015,2023-10-30,14.884999999999998,14.52297221124172
75503,GRB148P17649,0,27.9,27.9,6.79236909002066,55.0,27.9,12.555,2023-10-30,15.344999999999999,-6.79236909002066
12285,GRB148P17650,8,29.9,29.9,4.57433450222015,65.0,29.9,10.465,2023-10-30,19.435,3.4256654977798497
20490,GRB149P1024,0,23.8999999999998,23.8999999999998,2.87831255793571,70.0,23.9,7.17,2023-10-30,16.729999999999798,-2.87831255793571
