,product_sku,total_submitted_orders,avg_m12_low_price,avg_m12_high_price,total_preds,discount_12m,high_price_12m,active_price_12m,snapshot_date,abs_diff_price,orders_diff
15403,GRB83P10537,0,24.9,24.9,27.6661694049835,60.0,24.9,9.96,2023-10-30,14.939999999999998,-27.6661694049835
56047,GRB83P10618,0,7.89999999999999,7.89999999999999,4.24992401152849,65.0,7.9,2.765,2023-10-30,5.134999999999989,-4.24992401152849
48207,GRB83P10619,0,8.89999999999999,8.89999999999999,34.4724516868591,60.0,8.9,3.56,2023-10-30,5.339999999999989,-34.4724516868591
57604,GRB83P10620,0,9.89999999999999,9.89999999999999,1.69705540686846,65.0,9.9,3.465,2023-10-30,6.43499999999999,-1.69705540686846
64890,GRB83P10757,0,4.9,4.9,1.83025281131268,65.0,4.9,1.715,2023-10-30,3.1850000000000005,-1.83025281131268
99245,GRB83P10758,0,5.9,5.9,4.25677511096001,60.0,5.9,2.36,2023-10-30,3.5400000000000005,-4.25677511096001
37015,GRB83P10830,0,8.89999999999999,8.89999999999999,3.73607325553894,65.0,8.9,3.115,2023-10-30,5.7849999999999895,-3.73607325553894
21693,GRB83P10838,0,77.9,77.9,5.02540573477745,70.0,77.9,23.37,2023-10-30,54.53,-5.02540573477745
73780,GRB83P10839,0,101.9,101.9,6.79211020469666,75.0,101.9,25.475,2023-10-30,76.42500000000001,-6.79211020469666
60061,GRB83P10843,0,17.9,17.9,24.4695837497711,65.0,17.9,6.265,2023-10-30,11.634999999999998,-24.4695837497711
77500,GRB83P10844,0,28.9,28.9,3.38309966027737,65.0,28.9,10.115,2023-10-30,18.784999999999997,-3.38309966027737
42659,GRB83P11209,0,24.9000000000001,24.9000000000001,1.36259374022484,65.0,24.9,8.715,2023-10-30,16.1850000000001,-1.36259374022484
119555,GRB83P11278,0,57.6142857142858,57.8591836734695,7.58728909492493,70.0,57.9,17.37,2023-10-30,40.244285714285795,-7.58728909492493
87886,GRB83P11279,0,41.9,41.9,17.9514774084091,70.0,41.9,12.57,2023-10-30,29.33,-17.9514774084091
84058,GRB83P11412,0,8.89999999999999,8.89999999999999,1.72626687586308,65.0,8.9,3.115,2023-10-30,5.7849999999999895,-1.72626687586308
128719,GRB83P11453,0,33.9,33.9,5.14176012575626,65.0,33.9,11.865,2023-10-30,22.034999999999997,-5.14176012575626
66015,GRB83P11454,0,38.3285714285715,39.6755102040817,4.03994140028954,65.0,39.9,13.965,2023-10-30,24.3635714285715,-4.03994140028954
94653,GRB83P11455,0,47.9,47.9,5.7636774033308,65.0,47.9,16.765,2023-10-30,31.134999999999998,-5.7636774033308
46281,GRB83P11456,0,65.9,65.9,19.7935781478882,65.0,65.9,23.065,2023-10-30,42.83500000000001,-19.7935781478882
15019,GRB83P11457,0,89.9,89.9,11.4416384100914,70.0,89.9,26.97,2023-10-30,62.93000000000001,-11.4416384100914
85641,GRB83P11625,8,18.9,18.9,1.96024216711521,55.0,18.9,8.505,2023-10-30,10.394999999999998,6.03975783288479
85204,GRB83P11644,0,15.9,15.9,3.39641469717026,55.0,15.9,7.155,2023-10-30,8.745000000000001,-3.39641469717026
97134,GRB83P11761,0,13.9,13.9,2.11240777373314,65.0,13.9,4.865,2023-10-30,9.035,-2.11240777373314
82596,GRB83P12780,0,13.9,13.9,9.52255141735077,65.0,13.9,4.865,2023-10-30,9.035,-9.52255141735077
105843,GRB83P13538,0,7.89999999999999,7.89999999999999,1.79263307154179,65.0,7.9,2.765,2023-10-30,5.134999999999989,-1.79263307154179
71691,GRB83P13821,0,29.9,29.9,33.7957260608673,55.0,29.9,13.455,2023-10-30,16.445,-33.7957260608673
112692,GRB83P14181,0,9.89999999999999,9.89999999999999,12.7714295387268,65.0,9.9,3.465,2023-10-30,6.43499999999999,-12.7714295387268
106005,GRB83P14187,8,9.89999999999999,9.89999999999999,16.5597406029701,65.0,9.9,3.465,2023-10-30,6.43499999999999,-8.559740602970098
36486,GRB83P15048,0,14.9,14.9,11.8356280326843,55.0,14.9,6.705,2023-10-30,8.195,-11.8356280326843
86326,GRB83P15360,0,12.9,12.9,1.75363732874393,65.0,12.9,4.515,2023-10-30,8.385000000000002,-1.75363732874393
79445,GRB83P15720,0,7.9,7.9,7.34968501329422,60.0,7.9,3.16,2023-10-30,4.74,-7.34968501329422
91196,GRB83P15723,0,8.9,8.9,1.91104383021593,65.0,8.9,3.115,2023-10-30,5.785,-1.91104383021593
94302,GRB83P15772,0,41.9,41.9,5.26284483075142,65.0,41.9,14.665,2023-10-30,27.235,-5.26284483075142
24632,GRB83P15773,0,31.9,31.9,2.96494111418724,65.0,31.9,11.165,2023-10-30,20.735,-2.96494111418724
27807,GRB83P15774,0,39.9,39.9,4.00985638797283,65.0,39.9,13.965,2023-10-30,25.935,-4.00985638797283
83431,GRB83P15775,0,45.9,45.9,4.17577540874481,65.0,45.9,16.065,2023-10-30,29.834999999999997,-4.17577540874481
65311,GRB83P15776,0,61.9,61.9,17.7813301086426,65.0,61.9,21.665,2023-10-30,40.235,-17.7813301086426
75558,GRB83P15777,0,49.9,49.9,4.73539036512375,65.0,49.9,17.465,2023-10-30,32.435,-4.73539036512375
106017,GRB83P15778,0,61.9,61.9,3.38556136190891,70.0,61.9,18.57,2023-10-30,43.33,-3.38556136190891
71915,GRB83P15779,0,69.9,69.9,3.4271874204278,70.0,69.9,20.97,2023-10-30,48.93000000000001,-3.4271874204278
36930,GRB83P15780,0,89.9,89.9,5.77979759126902,70.0,89.9,26.97,2023-10-30,62.93000000000001,-5.77979759126902
79052,GRB83P15781,0,134.9,134.9,7.73707899451256,75.0,134.9,33.725,2023-10-30,101.17500000000001,-7.73707899451256
89837,GRB83P16011,8,14.9,14.9,28.7013810276985,60.0,14.9,5.96,2023-10-30,8.940000000000001,-20.7013810276985
63935,GRB83P16797,0,24.9000000000001,24.9000000000001,11.5478093028069,65.0,24.9,8.715,2023-10-30,16.1850000000001,-11.5478093028069
35302,GRB83P16891,8,41.9,41.9,22.8771171569824,65.0,41.9,14.665,2023-10-30,27.235,-14.8771171569824
101283,GRB83P16892,0,21.9,21.9,2.95688873529434,65.0,21.9,7.665,2023-10-30,14.235,-2.95688873529434
119994,GRB83P17168,0,29.9,29.9,12.1999306678772,65.0,29.9,10.465,2023-10-30,19.435,-12.1999306678772
34636,GRB83P17169,0,44.9,44.9,4.06717294454575,65.0,44.9,15.715,2023-10-30,29.185,-4.06717294454575
37041,GRB83P17170,24,39.9,48.4714285714286,11.1452000141144,65.0,49.9,17.465,2023-10-30,22.435,12.8547999858856
95193,GRB83P17171,0,64.9,64.9,31.309224486351,70.0,64.9,19.47,2023-10-30,45.43000000000001,-31.309224486351
50080,GRB83P17172,0,129.9,129.9,101.430798530579,70.0,129.9,38.97,2023-10-30,90.93,-101.430798530579
112385,GRB83P17283,0,19.9,19.9,88.2774486541748,65.0,19.9,6.965,2023-10-30,12.934999999999999,-88.2774486541748
71377,GRB83P17284,0,24.9,24.9,12.7527163624763,65.0,24.9,8.715,2023-10-30,16.185,-12.7527163624763
66360,GRB83P17560,0,14.9,14.9,11.1775919795036,65.0,14.9,5.215,2023-10-30,9.685,-11.1775919795036
86030,GRB83P9172,0,7.9,7.9,22.4014030694962,65.0,7.9,2.765,2023-10-30,5.135,-22.4014030694962
94128,GRB83P9962,16,15.9000000000001,15.9000000000001,45.1875872612,65.0,15.9,5.565,2023-10-30,10.3350000000001,-29.1875872612
31719,GRB85P1061,0,29.9000000000001,29.9000000000001,4.48727643489838,60.0,29.9,11.96,2023-10-30,17.9400000000001,-4.48727643489838
16758,GRB85P1536,0,13.9,13.9,1.36001480743289,55.0,13.9,6.255,2023-10-30,7.6450000000000005,-1.36001480743289
48955,GRB85P1537,0,43.1000000000001,43.1000000000001,0.787931207567453,60.0,44.9,17.96,2023-10-30,25.1400000000001,-0.787931207567453
126210,GRB85P1538,0,29.9,29.9,2.62666804343462,55.0,29.9,13.455,2023-10-30,16.445,-2.62666804343462
113077,GRB85P1787,0,15.9,15.9,1.00712911784649,55.0,15.9,7.155,2023-10-30,8.745000000000001,-1.00712911784649
4829,GRB85P217,0,32.9,32.9,8.824627622962,50.0,32.9,16.45,2023-10-30,16.45,-8.824627622962
114363,GRB85P2391,0,61.58,61.58,5.05792018026114,50.0,64.9,32.45,2023-10-30,29.129999999999995,-5.05792018026114
74272,GRB85P3537,0,22.9,22.9,4.60972374677658,55.0,22.9,10.305,2023-10-30,12.594999999999999,-4.60972374677658
18297,GRB85P3541,0,20.9,20.9,1.12257784605026,60.0,20.9,8.36,2023-10-30,12.54,-1.12257784605026
12095,GRB85P3542,0,37.9,37.9,2.3924259096384,60.0,37.9,15.16,2023-10-30,22.74,-2.3924259096384
42489,GRB85P3641,0,52.9,52.9,1.73667230457067,60.0,52.9,21.16,2023-10-30,31.74,-1.73667230457067
103728,GRB85P3642,0,64.9,64.9,2.22597423940897,55.0,64.9,29.205,2023-10-30,35.69500000000001,-2.22597423940897
35275,GRB85P3699,0,67.9,67.9,7.52427540719509,55.0,67.9,30.555,2023-10-30,37.345000000000006,-7.52427540719509
44877,GRB85P3700,0,47.9,47.9,7.36301970481873,60.0,47.9,19.16,2023-10-30,28.74,-7.36301970481873
18799,GRB85P3701,0,37.9,37.9,3.33503104001284,60.0,37.9,15.16,2023-10-30,22.74,-3.33503104001284
21257,GRB85P3702,0,37.9,37.9,8.28864796459675,60.0,37.9,15.16,2023-10-30,22.74,-8.28864796459675
126535,GRB85P3718,0,88.9,88.9,53.3880877494812,55.0,88.9,40.005,2023-10-30,48.895,-53.3880877494812
63777,GRB85P3720,0,31.9,31.9,2.24329516291618,60.0,31.9,12.76,2023-10-30,19.14,-2.24329516291618
97538,GRB85P3765,0,14.9,14.9,14.5103061199188,50.0,14.9,7.45,2023-10-30,7.45,-14.5103061199188
71195,GRB85P3783,0,39.9,39.9,4.67781122028828,55.0,39.9,17.955,2023-10-30,21.945,-4.67781122028828
43083,GRB85P3853,0,58.9000000000001,58.9000000000001,2.09186847507954,60.0,58.9,23.56,2023-10-30,35.3400000000001,-2.09186847507954
61005,GRB85P3854,0,84.9,84.9,13.8996327519417,55.0,84.9,38.205,2023-10-30,46.69500000000001,-13.8996327519417
34383,GRB85P3855,0,43.9,43.9,3.22322522103786,60.0,43.9,17.56,2023-10-30,26.34,-3.22322522103786
45763,GRB85P3885,0,22.9,22.9,7.71994081139565,50.0,22.9,11.45,2023-10-30,11.45,-7.71994081139565
81289,GRB85P3915,0,67.9,67.9,16.1256755292416,55.0,67.9,30.555,2023-10-30,37.345000000000006,-16.1256755292416
89302,GRB85P3916,0,99.9,99.9,7.45180924236774,60.0,99.9,39.96,2023-10-30,59.940000000000005,-7.45180924236774
70100,GRB85P4209,0,54.9,54.9,3.76651261746883,50.0,54.9,27.45,2023-10-30,27.45,-3.76651261746883
50007,GRB85P4210,0,44.9,44.9,9.71335831284523,55.0,44.9,20.205,2023-10-30,24.695,-9.71335831284523
76322,GRB85P4211,0,19.9,19.9,1.28113240003586,60.0,19.9,7.96,2023-10-30,11.939999999999998,-1.28113240003586
35845,GRB85P4269,0,43.9,43.9,2.10327406227589,60.0,43.9,17.56,2023-10-30,26.34,-2.10327406227589
86135,GRB85P4289,0,8.89999999999999,8.89999999999999,17.4758310317993,55.0,8.9,4.005,2023-10-30,4.89499999999999,-17.4758310317993
120161,GRB85P4417,0,24.9,24.9,91.3631443977356,55.0,24.9,11.205,2023-10-30,13.694999999999999,-91.3631443977356
21097,GRB85P4438,0,15.9,15.9,1.58389078825712,60.0,15.9,6.36,2023-10-30,9.54,-1.58389078825712
33766,GRB85P4439,0,26.9,26.9,1.51545067131519,60.0,26.9,10.76,2023-10-30,16.14,-1.51545067131519
84335,GRB85P4440,0,31.9,31.9,15.9123355746269,55.0,31.9,14.355,2023-10-30,17.544999999999998,-15.9123355746269
57658,GRB85P4464,0,62.9,62.9,4.6369968354702,55.0,62.9,28.305,2023-10-30,34.595,-4.6369968354702
46997,GRB85P4465,0,70.9,70.9,69.8209481239319,60.0,70.9,28.36,2023-10-30,42.540000000000006,-69.8209481239319
120323,GRB85P4467,0,99.9,99.9,75.950927734375,60.0,99.9,39.96,2023-10-30,59.940000000000005,-75.950927734375
40142,GRB85P4468,0,109.9,109.9,14.5221130400896,55.0,109.9,49.455,2023-10-30,60.44500000000001,-14.5221130400896
18833,GRB85P4469,0,88.9,88.9,31.0991160869598,55.0,88.9,40.005,2023-10-30,48.895,-31.0991160869598
65663,GRB85P4470,0,48.9,48.9,3.03104038909078,55.0,48.9,22.005,2023-10-30,26.895,-3.03104038909078
85103,GRB85P4561,0,31.9,31.9,1.35786306113005,60.0,31.9,12.76,2023-10-30,19.14,-1.35786306113005
118343,GRB85P4562,0,21.9,21.9,0.874373223632574,60.0,21.9,8.76,2023-10-30,13.139999999999999,-0.874373223632574
63148,GRB85P4563,0,15.9,15.9,0.790345437824726,60.0,15.9,6.36,2023-10-30,9.54,-0.790345437824726
37240,GRB85P586,0,49.9,49.9,24.1714934706688,55.0,49.9,22.455,2023-10-30,27.445,-24.1714934706688
6908,GRB85P588,0,13.9,13.9,0.718755111098289,60.0,13.9,5.56,2023-10-30,8.34,-0.718755111098289
78985,GRB85P604,0,24.9,24.9,0.983139142394066,60.0,24.9,9.96,2023-10-30,14.939999999999998,-0.983139142394066
11191,GRB86P1546,0,22.9000000000001,22.9000000000001,6.54930490255356,55.0,22.9,10.305,2023-10-30,12.595000000000102,-6.54930490255356
116042,GRB86P1547,0,12.9,12.9,12.351413667202,55.0,12.9,5.805,2023-10-30,7.095000000000001,-12.351413667202
106062,GRB86P1549,0,10.9,10.9,7.73522397875786,50.0,10.9,5.45,2023-10-30,5.45,-7.73522397875786
86569,GRB86P1655,0,8.89999999999999,8.89999999999999,11.4883524775505,55.0,8.9,4.005,2023-10-30,4.89499999999999,-11.4883524775505
13327,GRB86P2317,0,10.9,10.9,16.1135133504868,55.0,10.9,4.905,2023-10-30,5.995,-16.1135133504868
123725,GRB86P3828,0,64.8999999999999,64.8999999999999,13.6919740438461,65.0,64.9,22.715,2023-10-30,42.1849999999999,-13.6919740438461
56160,GRB86P3880,0,22.9,22.9,4.52063322067261,55.0,22.9,10.305,2023-10-30,12.594999999999999,-4.52063322067261
46808,GRB86P3949,0,49.9000000000001,49.9000000000001,8.9265131354332,65.0,49.9,17.465,2023-10-30,32.4350000000001,-8.9265131354332
14111,GRB86P3951,0,33.9,33.9,2.42928937077522,60.0,33.9,13.56,2023-10-30,20.339999999999996,-2.42928937077522
122711,GRB86P4072,0,54.8999999999999,54.8999999999999,136.381666183472,45.0,54.9,30.195,2023-10-30,24.7049999999999,-136.381666183472
55172,GRB86P4104,0,13.9,13.9,5.96595501899719,60.0,13.9,5.56,2023-10-30,8.34,-5.96595501899719
13898,GRB86P4105,0,10.9,10.9,2.0792708620429,60.0,10.9,4.36,2023-10-30,6.54,-2.0792708620429
83984,GRB86P4120,0,31.9,31.9,1.53846431523561,60.0,31.9,12.76,2023-10-30,19.14,-1.53846431523561
127816,GRB86P4121,0,13.9,13.9,1.50127740949392,60.0,13.9,5.56,2023-10-30,8.34,-1.50127740949392
45719,GRB86P4122,0,8.89999999999999,8.89999999999999,2.08031555265188,60.0,8.9,3.56,2023-10-30,5.339999999999989,-2.08031555265188
46963,GRB86P4123,0,6.9,6.9,7.01191604137421,55.0,6.9,3.105,2023-10-30,3.7950000000000004,-7.01191604137421
31214,GRB86P4139,0,7.89999999999999,7.89999999999999,2.08155108988285,60.0,7.9,3.16,2023-10-30,4.7399999999999896,-2.08155108988285
119879,GRB86P4141,0,28.9,28.9,1.88867829740047,60.0,28.9,11.56,2023-10-30,17.339999999999996,-1.88867829740047
115173,GRB86P4142,0,31.9,31.9,4.02093270421028,60.0,31.9,12.76,2023-10-30,19.14,-4.02093270421028
108388,GRB86P4143,0,75.8999999999999,75.8999999999999,11.8019356131554,65.0,75.9,26.565,2023-10-30,49.33499999999991,-11.8019356131554
39755,GRB86P4198,0,5.89999999999999,5.89999999999999,4.10291528701782,55.0,5.9,2.655,2023-10-30,3.24499999999999,-4.10291528701782
118416,GRB86P4224,0,13.9,13.9,2.80374918878078,60.0,13.9,5.56,2023-10-30,8.34,-2.80374918878078
124149,GRB86P4272,0,41.9,41.9,7.01985001564026,60.0,41.9,16.76,2023-10-30,25.139999999999997,-7.01985001564026
103848,GRB86P4482,0,49.9,49.9,3.65318636596203,65.0,49.9,17.465,2023-10-30,32.435,-3.65318636596203
124790,GRB86P4490,0,54.9,54.9,134.748760223389,45.0,54.9,30.195,2023-10-30,24.705,-134.748760223389
69057,GRB86P4496,0,68.8999999999999,68.8999999999999,97.6020660400391,50.0,68.9,34.45,2023-10-30,34.4499999999999,-97.6020660400391
94697,GRB86P4497,0,32.9,32.9,55.7664527893066,55.0,32.9,14.805,2023-10-30,18.095,-55.7664527893066
67029,GRB86P4498,0,17.9,17.9,1.32054200768471,55.0,17.9,8.055,2023-10-30,9.844999999999999,-1.32054200768471
51403,GRB86P4499,0,19.9,19.9,2.88285079598427,60.0,19.9,7.96,2023-10-30,11.939999999999998,-2.88285079598427
81993,GRB86P4500,0,64.8999999999999,64.8999999999999,4.97201630473137,65.0,64.9,22.715,2023-10-30,42.1849999999999,-4.97201630473137
8227,GRB86P4501,8,19.9,19.9,4.7909477353096,60.0,19.9,7.96,2023-10-30,11.939999999999998,3.2090522646904
15267,GRB86P4502,0,44.9,44.9,16.1887831687927,60.0,44.9,17.96,2023-10-30,26.939999999999998,-16.1887831687927
67689,GRB86P4503,0,17.9,17.9,12.8398329019547,55.0,17.9,8.055,2023-10-30,9.844999999999999,-12.8398329019547
61982,GRB86P4504,0,22.9000000000001,22.9000000000001,4.74670740962029,60.0,22.9,9.16,2023-10-30,13.740000000000101,-4.74670740962029
54577,GRB86P4505,8,9.89999999999999,9.89999999999999,2.23545882850885,60.0,9.9,3.96,2023-10-30,5.93999999999999,5.76454117149115
71467,GRB86P4506,0,9.89999999999999,9.89999999999999,2.51339440047741,60.0,9.9,3.96,2023-10-30,5.93999999999999,-2.51339440047741
61610,GRB86P4519,0,12.9,12.9,3.65721103549004,60.0,12.9,5.16,2023-10-30,7.74,-3.65721103549004
80294,GRB86P4520,0,8.89999999999999,8.89999999999999,2.25975555181503,55.0,8.9,4.005,2023-10-30,4.89499999999999,-2.25975555181503
70129,GRB86P4583,0,15.9,15.9,14.027899980545,55.0,15.9,7.155,2023-10-30,8.745000000000001,-14.027899980545
49748,GRB86P751,0,47.74,47.74,14.1836950778961,60.0,49.9,19.96,2023-10-30,27.78,-14.1836950778961
31631,GRB87P3724,0,7.89999999999999,7.89999999999999,1.06366325542331,55.0,7.9,3.555,2023-10-30,4.34499999999999,-1.06366325542331
9079,GRB87P3725,0,6.89999999999999,6.89999999999999,2.6832055747509,55.0,6.9,3.105,2023-10-30,3.7949999999999897,-2.6832055747509
121961,GRB87P4293,32,3.9,4.75714285714285,1.29193987697363,55.0,4.9,2.205,2023-10-30,1.6949999999999998,30.70806012302637
41982,GRB87P444,0,6.89999999999999,6.89999999999999,10.8127150535583,55.0,6.9,3.105,2023-10-30,3.7949999999999897,-10.8127150535583
98565,GRB89P10550,0,18.9,18.9,6.61693972349167,55.0,18.9,8.505,2023-10-30,10.394999999999998,-6.61693972349167
78628,GRB89P10792,0,94.9,94.9,5.50261147320271,70.0,94.9,28.47,2023-10-30,66.43,-5.50261147320271
101204,GRB89P11204,0,19.9,19.9,9.13583385944366,55.0,19.9,8.955,2023-10-30,10.944999999999999,-9.13583385944366
9941,GRB89P11678,0,26.9,26.9,5.94363480806351,60.0,26.9,10.76,2023-10-30,16.14,-5.94363480806351
125349,GRB89P11679,0,34.9,34.9,4.27371361851692,60.0,34.9,13.96,2023-10-30,20.939999999999998,-4.27371361851692
43681,GRB89P11680,6,44.9000000000001,44.9000000000001,6.09251028299332,60.0,44.9,17.96,2023-10-30,26.940000000000097,-0.0925102829933202
30018,GRB89P11681,0,59.9,59.9,5.32661759853363,60.0,59.9,23.96,2023-10-30,35.94,-5.32661759853363
40453,GRB89P13126,0,32.9,32.9,10.0186694860458,60.0,32.9,13.16,2023-10-30,19.74,-10.0186694860458
80114,GRB89P13127,0,39.9,39.9,4.30020552873611,60.0,39.9,15.96,2023-10-30,23.939999999999998,-4.30020552873611
99566,GRB89P14118,0,13.9,13.9,9.86830168962479,50.0,13.9,6.95,2023-10-30,6.95,-9.86830168962479
31325,GRB89P16126,0,39.9,39.9,2.84201078116894,60.0,39.9,15.96,2023-10-30,23.939999999999998,-2.84201078116894
112888,GRB89P16127,0,79.9,79.9,153.830494880676,45.0,79.9,43.945,2023-10-30,35.955000000000005,-153.830494880676
121066,GRB89P16128,0,64.9,64.9,22.6469517946243,65.0,64.9,22.715,2023-10-30,42.185,-22.6469517946243
68882,GRB89P16129,0,114.9,114.9,152.124890327454,45.0,114.9,63.195,2023-10-30,51.705000000000005,-152.124890327454
44538,GRB89P16130,0,34.9,34.9,13.2539660334587,55.0,34.9,15.705,2023-10-30,19.195,-13.2539660334587
99193,GRB89P16131,8,109.9,109.9,45.2586569786072,60.0,109.9,43.96,2023-10-30,65.94,-37.2586569786072
66885,GRB89P16132,0,129.9,129.9,130.542976379395,50.0,129.9,64.95,2023-10-30,64.95,-130.542976379395
105287,GRB89P16133,0,104.9,104.9,2.98790915310383,70.0,104.9,31.47,2023-10-30,73.43,-2.98790915310383
24838,GRB89P16134,8,114.9,114.9,7.11013689637184,70.0,114.9,34.47,2023-10-30,80.43,0.8898631036281603
128826,GRB89P16135,0,49.9,49.9,20.7396612167358,65.0,49.9,17.465,2023-10-30,32.435,-20.7396612167358
88250,GRB89P16136,0,24.9,24.9,27.4379773139954,60.0,24.9,9.96,2023-10-30,14.939999999999998,-27.4379773139954
55882,GRB89P16137,0,54.9,54.9,10.251415386796,60.0,54.9,21.96,2023-10-30,32.94,-10.251415386796
14254,GRB89P16138,0,59.9,59.9,69.6681065559387,50.0,59.9,29.95,2023-10-30,29.95,-69.6681065559387
24427,GRB89P16139,0,34.9,34.9,27.1841700077057,60.0,34.9,13.96,2023-10-30,20.939999999999998,-27.1841700077057
92714,GRB89P17221,0,24.9,24.9,16.441370010376,55.0,24.9,11.205,2023-10-30,13.694999999999999,-16.441370010376
54879,GRB89P3661,0,13.9000000000001,13.9000000000001,1.33288293331861,65.0,13.9,4.865,2023-10-30,9.0350000000001,-1.33288293331861
55594,GRB89P376,0,13.9,13.9,1.60872781276703,60.0,13.9,5.56,2023-10-30,8.34,-1.60872781276703
51718,GRB89P379,40,11.8999999999999,11.8999999999999,2.41238039731979,55.0,11.9,5.355,2023-10-30,6.5449999999999005,37.587619602680206
77731,GRB89P3930,192,14.9128571428569,14.9128571428569,6.43923938274384,60.0,14.99,5.996,2023-10-30,8.9168571428569,185.56076061725616
110227,GRB89P9862,0,12.9,12.9,1.46201836317778,60.0,12.9,5.16,2023-10-30,7.74,-1.46201836317778
91246,GRB89P9863,0,21.9,21.9,7.82625675201416,60.0,21.9,8.76,2023-10-30,13.139999999999999,-7.82625675201416
29897,GRB89P9864,0,26.9,26.9,7.8318350315094,60.0,26.9,10.76,2023-10-30,16.14,-7.8318350315094
120279,GRB91P10873,8,36.9,36.9,1.01144181936979,50.0,36.9,18.45,2023-10-30,18.45,6.98855818063021
10135,GRB91P10926,0,29.9,29.9,24.5040377378464,50.0,29.9,14.95,2023-10-30,14.95,-24.5040377378464
124314,GRB91P11674,16,22.9,22.9,38.4864115715027,50.0,22.9,11.45,2023-10-30,11.45,-22.4864115715027
56376,GRB91P11912,0,40.7571428571429,41.9000000000001,66.7287626266479,50.0,41.9,20.95,2023-10-30,19.807142857142903,-66.7287626266479
88057,GRB91P15619,0,32.9,32.9,4.03234672546387,50.0,32.9,16.45,2023-10-30,16.45,-4.03234672546387
45911,GRB91P15620,16,54.9,54.9,94.8003234863281,45.0,54.9,30.195,2023-10-30,24.705,-78.8003234863281
104843,GRB91P15621,40,59.9000000000001,77.0428571428571,3.99043449759483,55.0,79.9,35.955,2023-10-30,23.9450000000001,36.00956550240517
29688,GRB91P15622,8,119.9,119.9,5.15108552575111,50.0,119.9,59.95,2023-10-30,59.95,2.8489144742488897
26106,GRB91P15623,16,179.9,179.9,8.05754452943802,55.0,179.9,80.955,2023-10-30,98.94500000000001,7.942455470561979
13838,GRB91P15624,0,114.9,114.9,6.85222631692886,55.0,114.9,51.705,2023-10-30,63.19500000000001,-6.85222631692886
77774,GRB91P17404,0,44.9,44.9,0.990999549627304,50.0,44.9,22.45,2023-10-30,22.45,-0.990999549627304
90599,GRB91P17405,0,99.9,99.9,3.59224505722523,55.0,99.9,44.955,2023-10-30,54.94500000000001,-3.59224505722523
105637,GRB91P17406,0,69.9,69.9,7.5850128531456,50.0,69.9,34.95,2023-10-30,34.95,-7.5850128531456
106365,GRB91P17407,0,54.9,54.9,4.85832557082176,50.0,54.9,27.45,2023-10-30,27.45,-4.85832557082176
25074,GRB91P3662,0,15.9,15.9,4.7788904607296,55.0,15.9,7.155,2023-10-30,8.745000000000001,-4.7788904607296
63615,GRB91P3663,0,10.9,10.9,7.66904252767563,55.0,10.9,4.905,2023-10-30,5.995,-7.66904252767563
89505,GRB91P3664,0,6.89999999999999,6.89999999999999,1.73706494271755,55.0,6.9,3.105,2023-10-30,3.7949999999999897,-1.73706494271755
93717,GRB91P3681,0,6.89999999999999,6.89999999999999,4.11390352249146,55.0,6.9,3.105,2023-10-30,3.7949999999999897,-4.11390352249146
69001,GRB91P3682,0,18.9,18.9,6.35377383232117,55.0,18.9,8.505,2023-10-30,10.394999999999998,-6.35377383232117
127130,GRB91P3723,0,3.9,3.9,1.63619080930948,55.0,3.9,1.755,2023-10-30,2.145,-1.63619080930948
51668,GRB91P3726,0,13.9,13.9,8.81310474872589,55.0,13.9,6.255,2023-10-30,7.6450000000000005,-8.81310474872589
82003,GRB91P3778,0,5.89999999999999,5.89999999999999,2.35286356508732,55.0,5.9,2.655,2023-10-30,3.24499999999999,-2.35286356508732
110390,GRB91P3998,0,7.89999999999999,7.89999999999999,1.63164609670639,55.0,7.9,3.555,2023-10-30,4.34499999999999,-1.63164609670639
122649,GRB91P9966,8,18.9,18.9,1.15063193440437,50.0,18.9,9.45,2023-10-30,9.45,6.84936806559563
14134,GRB91P9981,0,29.9,29.9,1.4936880916357,50.0,29.9,14.95,2023-10-30,14.95,-1.4936880916357
117832,GRB91P9983,0,18.9,18.9,2.14983931183815,55.0,18.9,8.505,2023-10-30,10.394999999999998,-2.14983931183815
79418,GRB91P9986,0,31.9,31.9,1.25013805180788,50.0,31.9,15.95,2023-10-30,15.95,-1.25013805180788
47320,GRB92P10085,0,26.9,26.9,5.41248095035553,65.0,26.9,9.415,2023-10-30,17.485,-5.41248095035553
70629,GRB92P10086,0,29.9,29.9,5.15847933292389,65.0,29.9,10.465,2023-10-30,19.435,-5.15847933292389
64848,GRB92P10087,0,34.9,34.9,3.92377811670303,70.0,34.9,10.47,2023-10-30,24.43,-3.92377811670303
58461,GRB92P10088,0,36.9,36.9,6.96872037649155,65.0,36.9,12.915,2023-10-30,23.985,-6.96872037649155
88270,GRB92P10390,8,15.9,15.9,3.85597355663776,70.0,15.9,4.77,2023-10-30,11.13,4.14402644336224
62476,GRB92P10760,0,24.9,24.9,2.95898678898811,70.0,24.9,7.47,2023-10-30,17.43,-2.95898678898811
77696,GRB92P11376,0,34.9000000000001,39.1857142857143,4.57724323868752,70.0,39.9,11.97,2023-10-30,22.9300000000001,-4.57724323868752
93017,GRB92P11377,0,47.9,47.9,10.5000947117805,70.0,47.9,14.37,2023-10-30,33.53,-10.5000947117805
21033,GRB92P11378,16,25.9,25.9,4.67594277858734,65.0,25.9,9.065,2023-10-30,16.835,11.324057221412659
